Education,Income,Age,Living_With,Total_Children,Kidhome,Teenhome,Recency,Wines,Fruits,Meats,Fish,Sweets,Golds,NumDealsPurchases,Web,Catalog,Store,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,Complain,Country,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Day,Dayofweek,Month,Year,Is_Parent,Total_Spent,Income_Bucket,Age_Group,TotalCampaignsAcc,is_accepted
Postgraduate,67536.0,54,Partner,1,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,South Africa,0,1,0,0,22,Wednesday,5,2013,1,1829,Middle,50-60,1,Accepted
Graduate,27573.0,49,Partner,1,1,0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,Spain,0,0,0,0,25,Monday,3,2013,1,244,Lower,40-50,0,Not Accepted
Postgraduate,13533.0,45,Alone,1,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,Spain,0,0,0,0,10,Sunday,3,2013,1,48,Lower,40-50,0,Not Accepted
Graduate,50725.0,71,Partner,1,0,1,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,Canada,0,0,0,0,13,Wednesday,2,2013,1,586,Middle,70-80,0,Not Accepted
Graduate,25851.0,46,Partner,1,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,Australia,0,0,0,0,11,Monday,2,2013,1,48,Lower,40-50,0,Not Accepted
Graduate,57113.0,46,Partner,2,1,1,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,Spain,0,0,0,0,6,Wednesday,2,2013,1,263,Middle,40-50,0,Not Accepted
Postgraduate,62847.0,79,Partner,0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,Canada,0,0,0,0,15,Tuesday,1,2013,0,1612,Middle,70-80,0,Not Accepted
Graduate,68627.0,42,Alone,0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,South Africa,0,0,0,0,12,Saturday,1,2013,0,825,Upper,40-50,0,Not Accepted
Graduate,25271.0,41,Partner,1,1,0,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,India,0,0,0,0,5,Wednesday,12,2012,1,50,Lower,40-50,0,Not Accepted
Graduate,63810.0,58,Alone,1,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,Spain,0,0,0,0,11,Sunday,11,2012,1,1371,Middle,50-60,1,Accepted
Graduate,63810.0,58,Alone,1,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,Germany,0,0,0,0,11,Sunday,11,2012,1,1371,Middle,50-60,1,Accepted
Postgraduate,65488.0,66,Partner,0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,Spain,0,0,0,0,13,Friday,6,2014,0,963,Middle,60-70,0,Not Accepted
Postgraduate,36927.0,69,Alone,2,1,1,46,51,0,16,0,0,4,2,3,0,3,8,0,0,0,USA,0,0,0,0,2,Monday,6,2014,1,71,Middle,60-70,0,Not Accepted
Graduate,22108.0,47,Partner,2,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,Spain,0,0,0,0,8,Thursday,5,2014,1,31,Lower,40-50,0,Not Accepted
Graduate,72025.0,75,Partner,0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,0,Australia,1,1,0,1,29,Tuesday,4,2014,0,1677,Upper,70-80,4,Accepted
Graduate,33183.0,49,Partner,1,1,0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,Spain,0,0,0,0,24,Monday,2,2014,1,120,Lower,40-50,0,Not Accepted
Postgraduate,23661.0,42,Partner,1,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,South Africa,0,0,0,0,4,Wednesday,12,2013,1,23,Lower,40-50,0,Not Accepted
Postgraduate,25315.0,47,Partner,1,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,Spain,0,0,0,0,7,Thursday,11,2013,1,54,Lower,40-50,0,Not Accepted
Graduate,45938.0,63,Alone,0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,USA,0,0,0,0,3,Sunday,11,2013,0,636,Middle,60-70,0,Not Accepted
Graduate,66951.0,36,Alone,0,0,0,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,India,0,0,0,0,2,Saturday,11,2013,0,1117,Middle,30-40,0,Not Accepted
Graduate,77298.0,45,Partner,1,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,Canada,0,0,0,0,2,Saturday,11,2013,1,969,Upper,40-50,0,Not Accepted
Graduate,77298.0,45,Partner,1,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,Spain,0,0,0,0,2,Saturday,11,2013,1,969,Upper,40-50,0,Not Accepted
Postgraduate,43018.0,50,Partner,1,0,1,46,35,4,17,7,6,64,1,2,2,2,5,0,0,0,Germany,0,0,0,0,1,Friday,11,2013,1,133,Middle,40-50,0,Not Accepted
Graduate,75759.0,55,Partner,0,0,0,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,0,South Africa,1,1,0,1,25,Friday,10,2013,0,2486,Upper,50-60,4,Accepted
Postgraduate,33996.0,35,Alone,0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,Spain,0,0,0,0,11,Wednesday,9,2013,0,71,Lower,30-40,0,Not Accepted
Postgraduate,33996.0,35,Alone,0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,South Africa,0,0,0,0,11,Wednesday,9,2013,0,71,Lower,30-40,0,Not Accepted
Graduate,54137.0,54,Alone,1,0,1,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,South Africa,0,0,0,0,16,Friday,8,2013,1,203,Middle,50-60,0,Not Accepted
Graduate,61223.0,57,Partner,1,0,1,46,709,43,182,42,118,247,2,9,3,4,5,0,0,0,South Africa,0,0,0,0,13,Thursday,6,2013,1,1341,Middle,50-60,0,Not Accepted
Postgraduate,69674.0,56,Alone,2,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,South Africa,0,0,0,0,22,Wednesday,5,2013,1,845,Upper,50-60,0,Not Accepted
Postgraduate,49494.0,52,Alone,1,1,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,Canada,0,0,0,0,25,Thursday,4,2013,1,385,Middle,50-60,0,Not Accepted
Graduate,51195.0,62,Partner,2,1,1,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,South Africa,0,0,0,0,1,Monday,4,2013,1,564,Middle,60-70,0,Not Accepted
Postgraduate,37284.0,49,Partner,2,1,1,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,India,0,0,0,0,29,Friday,3,2013,1,23,Middle,40-50,0,Not Accepted
Postgraduate,37284.0,49,Partner,2,1,1,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,Spain,0,0,0,0,29,Friday,3,2013,1,23,Middle,40-50,0,Not Accepted
Graduate,42011.0,46,Partner,1,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,South Africa,0,0,0,0,26,Tuesday,3,2013,1,189,Middle,40-50,0,Not Accepted
Graduate,70044.0,70,Alone,1,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,Spain,0,0,0,0,18,Monday,2,2013,1,1504,Upper,60-70,0,Not Accepted
Graduate,46053.0,52,Partner,1,1,0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,Germany,0,0,0,0,17,Sunday,2,2013,1,209,Middle,50-60,0,Not Accepted
Undergraduate,24480.0,43,Partner,1,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,South Africa,0,0,0,0,11,Monday,2,2013,1,102,Lower,40-50,0,Not Accepted
Graduate,54233.0,47,Partner,1,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,Spain,0,0,0,0,4,Monday,2,2013,1,981,Middle,40-50,0,Not Accepted
Graduate,36130.0,70,Alone,1,0,1,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,Spain,0,0,0,1,2,Saturday,2,2013,1,488,Middle,60-70,2,Accepted
Postgraduate,56559.0,49,Partner,1,0,1,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,Spain,0,0,0,0,25,Tuesday,12,2012,1,484,Middle,40-50,0,Not Accepted
Postgraduate,92859.0,32,Alone,0,0,0,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,Canada,0,0,0,0,19,Friday,10,2012,0,2077,Upper,30-40,0,Not Accepted
Graduate,44010.0,44,Partner,1,1,0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,South Africa,0,0,0,0,13,Saturday,10,2012,1,662,Middle,40-50,0,Not Accepted
Graduate,80124.0,61,Partner,0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,South Africa,0,0,0,0,26,Thursday,6,2014,0,1495,Upper,60-70,1,Accepted
Graduate,80124.0,61,Partner,0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,Spain,0,0,0,0,26,Thursday,6,2014,0,1495,Upper,60-70,1,Accepted
Graduate,50183.0,44,Partner,2,1,1,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,South Africa,0,0,0,0,25,Wednesday,6,2014,1,231,Middle,40-50,0,Not Accepted
Graduate,64722.0,53,Partner,1,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,Spain,0,0,0,0,26,Monday,5,2014,1,805,Middle,50-60,0,Not Accepted
Postgraduate,37395.0,48,Partner,1,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,Spain,0,0,0,0,2,Friday,5,2014,1,39,Middle,40-50,0,Not Accepted
Postgraduate,29543.0,56,Partner,2,2,0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,Spain,0,0,0,0,1,Tuesday,4,2014,1,63,Lower,50-60,0,Not Accepted
Graduate,19514.0,56,Partner,2,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,Spain,0,0,0,1,26,Sunday,1,2014,1,69,Lower,50-60,2,Accepted
Graduate,19514.0,56,Partner,2,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,Spain,0,0,0,0,26,Sunday,1,2014,1,69,Lower,50-60,1,Accepted
Graduate,59481.0,49,Partner,1,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,Spain,0,0,0,0,23,Wednesday,10,2013,1,461,Middle,40-50,0,Not Accepted
Postgraduate,91712.0,77,Alone,0,0,0,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,0,Spain,1,0,0,1,17,Thursday,10,2013,0,2217,Upper,70-80,2,Accepted
Graduate,80144.0,49,Partner,0,0,0,47,240,132,445,250,192,108,1,3,7,8,1,0,0,0,Australia,0,0,0,0,30,Monday,9,2013,0,1367,Upper,40-50,0,Not Accepted
Postgraduate,59973.0,52,Partner,0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,Spain,0,0,0,0,11,Wednesday,9,2013,0,382,Middle,50-60,0,Not Accepted
Postgraduate,68352.0,50,Alone,1,0,1,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,Canada,0,0,0,0,28,Wednesday,8,2013,1,871,Middle,40-50,0,Not Accepted
Postgraduate,81169.0,49,Alone,0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,Spain,0,0,0,0,14,Sunday,4,2013,0,2089,Upper,40-50,0,Not Accepted
Graduate,61456.0,49,Partner,1,0,1,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,Spain,0,0,0,0,27,Wednesday,3,2013,1,1388,Middle,40-50,0,Not Accepted
Undergraduate,22634.0,58,Partner,0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,Spain,0,0,0,0,16,Wednesday,1,2013,0,96,Lower,50-60,0,Not Accepted
Undergraduate,22634.0,58,Partner,0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,Australia,0,0,0,0,16,Wednesday,1,2013,0,96,Lower,50-60,0,Not Accepted
Graduate,23957.0,49,Partner,1,1,0,47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,Canada,0,0,0,1,28,Sunday,10,2012,1,68,Lower,40-50,1,Accepted
Graduate,33471.0,51,Partner,1,1,0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,South Africa,0,0,0,0,12,Friday,10,2012,1,93,Lower,50-60,0,Not Accepted
Postgraduate,52157.0,74,Partner,1,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,Spain,0,0,0,0,7,Saturday,6,2014,1,265,Middle,70-80,0,Not Accepted
Postgraduate,30298.0,39,Alone,0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,Spain,0,0,0,0,19,Monday,5,2014,0,28,Lower,30-40,0,Not Accepted
Postgraduate,56551.0,74,Alone,2,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,South Africa,0,0,0,0,7,Wednesday,5,2014,1,138,Middle,70-80,0,Not Accepted
Postgraduate,56551.0,74,Alone,2,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,Spain,0,0,0,0,7,Wednesday,5,2014,1,138,Middle,70-80,0,Not Accepted
Postgraduate,65487.0,67,Alone,0,0,0,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,Canada,0,0,0,0,10,Friday,1,2014,0,1169,Middle,60-70,0,Not Accepted
Postgraduate,65487.0,67,Partner,0,0,0,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,Canada,0,0,0,0,10,Friday,1,2014,0,1169,Middle,60-70,0,Not Accepted
Graduate,44213.0,72,Alone,2,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,Spain,0,0,0,0,29,Friday,11,2013,1,152,Middle,70-80,0,Not Accepted
Postgraduate,40344.0,50,Partner,1,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,Spain,0,0,0,0,13,Sunday,10,2013,1,218,Middle,40-50,0,Not Accepted
Graduate,57867.0,46,Partner,1,1,0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,Canada,0,0,0,0,1,Tuesday,10,2013,1,612,Middle,40-50,0,Not Accepted
Graduate,25410.0,51,Partner,1,1,0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,Spain,0,0,0,0,31,Saturday,8,2013,1,38,Lower,50-60,0,Not Accepted
Graduate,13260.0,54,Partner,2,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,Spain,0,0,0,0,23,Friday,8,2013,1,49,Lower,50-60,0,Not Accepted
Graduate,42691.0,33,Partner,0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,Spain,0,0,0,0,16,Friday,8,2013,0,358,Middle,30-40,0,Not Accepted
Postgraduate,36138.0,54,Partner,2,1,1,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,Germany,0,0,0,0,16,Tuesday,7,2013,1,151,Middle,50-60,1,Accepted
Postgraduate,57136.0,52,Partner,2,1,1,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,Canada,0,0,0,0,9,Tuesday,7,2013,1,642,Middle,50-60,0,Not Accepted
Graduate,58275.0,69,Alone,2,1,1,48,189,10,253,56,43,64,6,8,2,7,7,0,0,0,Germany,0,0,0,0,2,Sunday,6,2013,1,615,Middle,60-70,0,Not Accepted
Postgraduate,54237.0,67,Alone,1,0,1,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,South Africa,0,0,0,0,27,Saturday,4,2013,1,361,Middle,60-70,0,Not Accepted
Postgraduate,34596.0,50,Partner,1,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,South Africa,0,0,0,1,13,Saturday,4,2013,1,23,Lower,40-50,1,Accepted
Postgraduate,34596.0,50,Partner,1,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,Germany,0,0,0,0,13,Saturday,4,2013,1,23,Lower,40-50,0,Not Accepted
Postgraduate,74881.0,63,Partner,2,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,India,0,0,0,0,8,Friday,3,2013,1,964,Upper,60-70,0,Not Accepted
Postgraduate,74881.0,63,Partner,2,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,Spain,0,0,0,0,8,Friday,3,2013,1,964,Upper,60-70,0,Not Accepted
Graduate,44267.0,54,Alone,2,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,Spain,0,0,0,0,25,Monday,2,2013,1,310,Middle,50-60,0,Not Accepted
Graduate,68487.0,36,Partner,0,0,0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,Canada,0,0,0,0,13,Sunday,1,2013,0,1366,Middle,30-40,0,Not Accepted
Graduate,68487.0,36,Partner,0,0,0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,Australia,0,0,0,0,13,Sunday,1,2013,0,1366,Middle,30-40,0,Not Accepted
Graduate,80982.0,65,Alone,2,1,1,48,505,137,401,104,22,22,3,11,5,11,5,0,0,1,Spain,0,0,0,0,8,Tuesday,1,2013,1,1191,Upper,60-70,0,Not Accepted
Graduate,69508.0,44,Partner,1,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,South Africa,0,0,0,0,14,Wednesday,11,2012,1,1135,Upper,40-50,0,Not Accepted
Postgraduate,63342.0,63,Partner,1,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,South Africa,0,0,0,0,16,Tuesday,10,2012,1,1101,Middle,60-70,1,Accepted
Postgraduate,63342.0,63,Partner,1,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,Spain,0,0,0,1,16,Tuesday,10,2012,1,1101,Middle,60-70,2,Accepted
Graduate,82014.0,63,Alone,0,0,0,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,South Africa,0,0,0,1,20,Monday,8,2012,0,1511,Upper,60-70,1,Accepted
Graduate,76320.0,65,Alone,1,0,1,49,526,35,214,69,53,35,2,6,3,4,2,0,0,0,USA,0,0,0,0,22,Sunday,6,2014,1,932,Upper,60-70,0,Not Accepted
Graduate,64587.0,70,Alone,2,1,1,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,Spain,0,0,0,0,22,Sunday,6,2014,1,108,Middle,60-70,0,Not Accepted
Graduate,74190.0,49,Partner,1,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,Spain,0,0,0,0,12,Monday,5,2014,1,641,Upper,40-50,0,Not Accepted
Postgraduate,32765.0,45,Partner,1,1,0,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,Spain,0,0,0,0,23,Sunday,2,2014,1,46,Lower,40-50,0,Not Accepted
Postgraduate,22212.0,49,Partner,1,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,South Africa,0,0,0,0,9,Monday,12,2013,1,69,Lower,40-50,0,Not Accepted
Graduate,18358.0,35,Alone,1,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,Spain,0,0,0,0,20,Wednesday,11,2013,1,57,Lower,30-40,0,Not Accepted
Graduate,26067.0,50,Partner,1,1,0,49,22,2,18,0,2,12,3,3,0,3,8,0,0,0,Canada,0,0,0,0,4,Monday,11,2013,1,56,Lower,40-50,0,Not Accepted
Undergraduate,22390.0,55,Partner,0,0,0,49,0,1,4,15,1,5,1,1,0,2,7,0,0,0,Australia,0,0,0,0,21,Monday,10,2013,0,26,Lower,50-60,0,Not Accepted
Graduate,70440.0,46,Partner,0,0,0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,Spain,0,1,0,0,8,Tuesday,10,2013,0,1572,Upper,40-50,1,Accepted
Graduate,60199.0,46,Alone,3,1,2,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,Canada,0,0,0,0,12,Thursday,9,2013,1,18,Middle,40-50,0,Not Accepted
Graduate,38547.0,43,Partner,1,1,0,49,6,1,10,0,1,4,1,1,0,2,8,0,0,1,Canada,0,0,0,0,28,Wednesday,8,2013,1,22,Middle,40-50,0,Not Accepted
Graduate,19107.0,44,Partner,1,1,0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,Canada,0,0,0,0,22,Thursday,8,2013,1,46,Lower,40-50,0,Not Accepted
Postgraduate,37929.0,39,Alone,0,0,0,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,Spain,0,1,0,1,30,Tuesday,7,2013,0,265,Middle,30-40,3,Accepted
Graduate,16813.0,74,Alone,0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,Canada,0,0,0,0,19,Friday,7,2013,0,50,Lower,70-80,1,Accepted
Graduate,62187.0,67,Partner,0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,Spain,0,0,0,0,5,Friday,7,2013,0,1283,Middle,60-70,0,Not Accepted
Graduate,57811.0,58,Partner,1,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,Spain,0,0,0,0,24,Monday,6,2013,1,802,Middle,50-60,1,Accepted
Postgraduate,50943.0,68,Partner,1,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,Spain,0,0,0,0,21,Friday,6,2013,1,46,Middle,60-70,0,Not Accepted
Postgraduate,50943.0,68,Partner,1,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,Spain,0,0,0,0,21,Friday,6,2013,1,46,Middle,60-70,0,Not Accepted
Graduate,53201.0,49,Alone,2,1,1,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,Spain,0,0,0,0,12,Tuesday,2,2013,1,415,Middle,40-50,0,Not Accepted
Graduate,54414.0,61,Partner,2,1,1,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,South Africa,0,0,0,0,23,Wednesday,1,2013,1,211,Middle,60-70,0,Not Accepted
Graduate,26290.0,52,Partner,2,1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,Canada,0,0,0,0,12,Saturday,1,2013,1,77,Lower,50-60,0,Not Accepted
Graduate,61250.0,65,Alone,1,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,Spain,0,0,0,0,16,Sunday,12,2012,1,730,Middle,60-70,0,Not Accepted
Undergraduate,28389.0,77,Partner,0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,Spain,0,0,0,0,20,Tuesday,11,2012,0,28,Lower,70-80,0,Not Accepted
Postgraduate,55250.0,59,Alone,1,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,Australia,0,0,0,0,21,Sunday,10,2012,1,903,Middle,50-60,0,Not Accepted
Graduate,37758.0,58,Partner,2,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,India,0,0,0,0,4,Thursday,10,2012,1,40,Middle,50-60,0,Not Accepted
Graduate,37758.0,58,Partner,2,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,Spain,0,0,0,0,4,Thursday,10,2012,1,40,Middle,50-60,0,Not Accepted
Postgraduate,37633.0,67,Partner,2,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,Spain,0,0,0,0,20,Thursday,9,2012,1,38,Middle,60-70,0,Not Accepted
Postgraduate,33629.0,61,Partner,2,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,Spain,0,0,0,0,8,Wednesday,8,2012,1,152,Lower,60-70,0,Not Accepted
Postgraduate,36947.0,57,Partner,2,1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,Australia,0,0,0,0,7,Tuesday,8,2012,1,146,Middle,50-60,0,Not Accepted
Graduate,69142.0,72,Alone,1,0,1,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,India,0,0,0,0,29,Sunday,6,2014,1,535,Upper,70-80,1,Accepted
Graduate,53154.0,65,Partner,1,0,1,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,USA,0,0,0,0,9,Monday,6,2014,1,158,Middle,60-70,0,Not Accepted
Postgraduate,65695.0,64,Partner,1,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,Spain,0,0,0,0,31,Friday,1,2014,1,656,Middle,60-70,0,Not Accepted
Postgraduate,69805.0,72,Partner,1,0,1,50,750,71,174,13,10,20,2,6,8,11,2,0,0,0,Germany,0,0,0,0,21,Tuesday,1,2014,1,1038,Upper,70-80,0,Not Accepted
Postgraduate,36975.0,46,Alone,1,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,Spain,0,0,0,0,28,Saturday,12,2013,1,33,Middle,40-50,0,Not Accepted
Graduate,26228.0,51,Partner,1,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,Spain,0,0,0,0,22,Sunday,9,2013,1,25,Lower,50-60,0,Not Accepted
Postgraduate,37787.0,52,Partner,1,1,0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,India,0,0,0,0,20,Friday,9,2013,1,106,Middle,50-60,0,Not Accepted
Postgraduate,37087.0,50,Partner,1,1,0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,South Africa,0,0,0,0,11,Sunday,8,2013,1,401,Middle,40-50,0,Not Accepted
Postgraduate,57247.0,72,Partner,1,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,Spain,0,0,0,0,8,Thursday,8,2013,1,232,Middle,70-80,0,Not Accepted
Postgraduate,36930.0,70,Partner,1,0,1,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,Spain,0,0,0,0,17,Friday,5,2013,1,297,Middle,60-70,0,Not Accepted
Postgraduate,48721.0,61,Alone,2,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,South Africa,0,0,0,0,13,Monday,5,2013,1,293,Middle,60-70,0,Not Accepted
Postgraduate,43641.0,55,Partner,2,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,Spain,0,0,0,0,22,Monday,4,2013,1,139,Middle,50-60,0,Not Accepted
Graduate,75903.0,73,Partner,1,0,1,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,Spain,0,0,0,0,8,Monday,4,2013,1,901,Upper,70-80,0,Not Accepted
Graduate,71391.0,68,Partner,1,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,Canada,0,0,0,0,29,Friday,3,2013,1,1043,Upper,60-70,0,Not Accepted
Postgraduate,16927.0,48,Partner,2,1,1,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,South Africa,0,0,0,0,10,Sunday,2,2013,1,53,Lower,40-50,0,Not Accepted
Graduate,27215.0,63,Alone,3,2,1,50,30,5,22,8,9,28,4,2,1,4,6,0,0,0,South Africa,0,0,0,0,23,Wednesday,1,2013,1,102,Lower,60-70,0,Not Accepted
Graduate,53858.0,48,Partner,1,0,1,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,Spain,0,0,0,0,9,Friday,11,2012,1,915,Middle,40-50,0,Not Accepted
Graduate,30983.0,61,Alone,0,0,0,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,India,0,0,0,1,9,Friday,11,2012,0,167,Lower,60-70,1,Accepted
Graduate,43462.0,72,Partner,2,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,Spain,0,0,0,0,12,Wednesday,9,2012,1,240,Middle,70-80,0,Not Accepted
Graduate,63943.0,68,Partner,1,0,1,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,India,0,0,0,0,2,Sunday,9,2012,1,1106,Middle,60-70,0,Not Accepted
Graduate,26816.0,38,Alone,0,0,0,50,5,1,6,3,4,3,1,0,0,3,4,0,0,0,India,0,0,0,0,17,Friday,8,2012,0,22,Lower,30-40,0,Not Accepted
Postgraduate,75484.0,48,Partner,1,0,1,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,Canada,0,0,0,0,2,Thursday,8,2012,1,1159,Upper,40-50,0,Not Accepted
